scenario_id,snapshot_time,lot_id,route_id,current_step_seq,status,tool_group,tool_id,queue_position,due_date_sim,priority,rem_steps,processing_remaining_min,wafers_per_lot,product,is_super_hot
FWD_BASE_T26820,26820.0,Lot_Product_3_106,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,79742.894,10,400,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_107,Route_Product_3,177,PROCESSING,DE_FE_51,DE_FE_51#14,,79794.584,10,410,177.98207696684807,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_108,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,79846.274,10,378,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_109,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,79897.964,10,416,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_11,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,74935.724,10,314,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_110,Route_Product_3,171,QUEUING,Diffusion_FE_100,Diffusion_FE_100#1,,79949.65400000001,10,417,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_111,Route_Product_3,1,PROCESSING,Diffusion_FE_120,Delay_32#144,,80001.34400000001,10,408,508.83,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_112,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,80053.034,10,412,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_113,Route_Product_3,196,PROCESSING,Litho_FE_111,Implant_91#2,,80104.724,10,396,184.69037146455085,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_114,Route_Product_3,174,QUEUING,Diffusion_FE_122,Diffusion_FE_122#3,,80156.414,10,414,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_115,Route_Product_3,208,PROCESSING,DE_FE_53,DE_FE_53#1,,80208.104,10,382,130.69952273156017,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_116,Route_Product_3,196,PROCESSING,Litho_FE_111,WE_FE_84#14,,80259.79400000001,10,395,145.53064416006455,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_117,Route_Product_3,196,PROCESSING,Litho_FE_111,DE_FE_86#120,,80311.48400000001,10,395,197.07320121559897,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_118,Route_Product_3,174,QUEUING,Diffusion_FE_122,Diffusion_FE_122#3,,80363.174,10,415,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_119,Route_Product_3,177,PROCESSING,DE_FE_51,DE_FE_51#11,,80414.864,10,412,173.70675919092213,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_12,Route_Product_3,5,QUEUING,Diffusion_FE_127,Diffusion_FE_127#2,,74987.414,10,330,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_120,Route_Product_3,1,PROCESSING,Diffusion_FE_120,Delay_32#132,,54060.433333333334,20,382,508.83,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_121,Route_Product_3,174,QUEUING,Diffusion_FE_122,Diffusion_FE_122#3,,80466.554,10,415,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_122,Route_Product_3,171,QUEUING,Diffusion_FE_100,Diffusion_FE_100#1,,80518.244,10,418,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_123,Route_Product_3,196,PROCESSING,Litho_FE_111,WE_FE_84#13,,80569.93400000001,10,393,151.50309507977582,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_124,Route_Product_3,1,PROCESSING,Diffusion_FE_120,Delay_32#1,,80621.62400000001,10,409,508.83,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_125,Route_Product_3,174,QUEUING,Diffusion_FE_122,Diffusion_FE_122#3,,80673.314,10,413,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_126,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,80725.004,10,399,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_127,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,80776.694,10,416,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_128,Route_Product_3,177,PROCESSING,DE_FE_51,DE_FE_51#13,,80828.384,10,412,176.2884265206598,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_129,Route_Product_3,174,QUEUING,Diffusion_FE_122,Diffusion_FE_122#3,,80880.07400000001,10,415,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_13,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,75039.104,10,352,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_130,Route_Product_3,174,QUEUING,Diffusion_FE_122,Diffusion_FE_122#3,,80931.76400000001,10,415,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_131,Route_Product_3,170,PROCESSING,Implant_91,DefMet_FE_43#2,,80983.454,10,418,135.12192411496616,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_132,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,81035.144,10,416,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_133,Route_Product_3,181,PROCESSING,DefMet_FE_43,Delay_32#109,,81086.834,10,406,126.91557461977534,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_134,Route_Product_3,174,QUEUING,Diffusion_FE_122,Diffusion_FE_122#3,,81138.524,10,415,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_135,Route_Product_3,5,QUEUING,Diffusion_FE_127,Diffusion_FE_127#2,,81190.214,10,401,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_136,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,81241.90400000001,10,402,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_137,Route_Product_3,182,PROCESSING,DE_FE_86,Delay_32#100,,81293.59400000001,10,407,199.91426302811055,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_138,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,81345.284,10,416,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_139,Route_Product_3,171,QUEUING,Diffusion_FE_100,Diffusion_FE_100#1,,81396.974,10,417,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_14,Route_Product_3,196,PROCESSING,Litho_FE_111,WE_FE_84#15,,75090.79400000001,10,393,153.36695268827535,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_140,Route_Product_3,138,PROCESSING,DE_FE_71,LithoMet_FE_19#4,,81448.664,10,449,191.90915420427928,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_141,Route_Product_3,171,QUEUING,Diffusion_FE_100,Diffusion_FE_100#1,,81500.354,10,416,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_142,Route_Product_3,171,QUEUING,Diffusion_FE_100,Diffusion_FE_100#1,,81552.04400000001,10,417,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_143,Route_Product_3,174,QUEUING,Diffusion_FE_122,Diffusion_FE_122#3,,81603.73400000001,10,416,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_144,Route_Product_3,105,PROCESSING,Dielectric_FE_30,Delay_32#106,,81655.424,10,483,150.926,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_145,Route_Product_3,110,PROCESSING,WE_FE_83,Dielectric_FE_30#2,,81707.114,10,476,143.29574326765172,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_146,Route_Product_3,177,PROCESSING,DE_FE_51,DE_FE_51#10,,81758.804,10,414,172.41729874151537,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_147,Route_Product_3,171,QUEUING,Diffusion_FE_100,Diffusion_FE_100#1,,81810.494,10,416,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_148,Route_Product_3,168,PROCESSING,Implant_128,DE_FE_86#101,,81862.18400000001,10,418,125.55893171371127,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_149,Route_Product_3,5,QUEUING,Diffusion_FE_127,Diffusion_FE_127#2,,81913.87400000001,10,444,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_15,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,75142.48400000001,10,306,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_150,Route_Product_3,171,QUEUING,Diffusion_FE_100,Diffusion_FE_100#1,,81965.564,10,415,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_151,Route_Product_3,173,QUEUING,DefMet_FE_43,DefMet_FE_43#3,,82017.254,10,417,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_152,Route_Product_3,171,QUEUING,Diffusion_FE_100,Diffusion_FE_100#1,,82068.944,10,418,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_153,Route_Product_3,171,QUEUING,Diffusion_FE_100,Diffusion_FE_100#1,,82120.634,10,417,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_154,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,82172.32400000001,10,415,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_155,Route_Product_3,24,QUEUING,Diffusion_FE_44,Diffusion_FE_44#1,,82224.01400000001,10,443,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_156,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,82275.704,10,474,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_157,Route_Product_3,5,PROCESSING,Diffusion_FE_127,DE_FE_59#2,,82327.394,10,443,445.08,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_158,Route_Product_3,1,PROCESSING,Diffusion_FE_120,WE_FE_108#16,,82379.084,10,417,508.83,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_159,Route_Product_3,171,QUEUING,Diffusion_FE_100,Diffusion_FE_100#1,,82430.774,10,418,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_16,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,75194.174,10,351,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_160,Route_Product_3,1,PROCESSING,Diffusion_FE_120,Delay_32#139,,56076.433333333334,20,376,508.83,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_161,Route_Product_3,135,PROCESSING,Litho_FE_92,WE_FE_84#3,,82482.464,10,451,173.19843660439,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_162,Route_Product_3,137,PROCESSING,Litho_REG_FE_64,LithoTrack_FE_115#21,,82534.15400000001,10,451,117.91098879393336,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_163,Route_Product_3,18,PROCESSING,DE_FE_1,DE_FE_1#1,,82585.84400000001,10,567,139.59757335926733,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_164,Route_Product_3,5,QUEUING,Diffusion_FE_127,Diffusion_FE_127#2,,82637.534,10,472,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_165,Route_Product_3,158,PROCESSING,LithoTrack_FE_115,DE_FE_86#103,,82689.224,10,430,177.84351960611383,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_166,Route_Product_3,24,PROCESSING,Diffusion_FE_44,Litho_FE_92#2,,82740.914,10,472,357.492,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_167,Route_Product_3,156,PROCESSING,WE_FE_108,DE_FE_86#102,,82792.604,10,432,139.07183223311793,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_168,Route_Product_3,165,PROCESSING,DE_FE_86,DE_FE_51#1,,82844.29400000001,10,424,271.52940440282816,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_169,Route_Product_3,162,PROCESSING,DE_FE_51,LithoMet_FE_19#5,,82895.98400000001,10,425,192.85141878809736,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_17,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,75245.864,10,353,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_170,Route_Product_3,171,PROCESSING,Diffusion_FE_100,Implant_91#3,,82947.674,10,418,396.594,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_171,Route_Product_3,1,PROCESSING,Diffusion_FE_120,DE_FE_86#1,,82999.364,10,422,508.83,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_172,Route_Product_3,159,PROCESSING,Litho_FE_111,LithoTrack_FE_115#14,,83051.054,10,430,165.73306708805612,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_173,Route_Product_3,168,PROCESSING,Implant_128,DE_FE_86#114,,83102.744,10,420,145.2304295060988,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_174,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,83154.43400000001,10,444,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_175,Route_Product_3,113,PROCESSING,Litho_FE_92,LithoTrack_FE_115#11,,83206.12400000001,10,474,144.77952816516552,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_176,Route_Product_3,101,QUEUING,Diffusion_FE_127,Diffusion_FE_127#2,,83257.81400000001,10,485,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_177,Route_Product_3,154,PROCESSING,DE_FE_86,DE_FE_86#121,,83309.504,10,434,168.41582058595176,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_178,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,83361.194,10,445,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_179,Route_Product_3,138,PROCESSING,DE_FE_71,Litho_FE_92#1,,83412.884,10,450,263.8423433088633,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_18,Route_Product_3,24,PROCESSING,Diffusion_FE_44,Implant_128#10,,75297.554,10,414,357.492,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_180,Route_Product_3,5,PROCESSING,Diffusion_FE_127,DE_FE_59#14,,83464.57400000001,10,445,445.08,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_181,Route_Product_3,101,QUEUING,Diffusion_FE_127,Diffusion_FE_127#2,,83516.26400000001,10,486,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_182,Route_Product_3,101,PROCESSING,Diffusion_FE_127,Diffusion_FE_120#11,,83567.954,10,485,325.248,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_183,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,83619.644,10,446,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_184,Route_Product_3,1,PROCESSING,Diffusion_FE_120,DE_FE_59#12,,83671.334,10,446,508.83,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_185,Route_Product_3,101,QUEUING,Diffusion_FE_127,Diffusion_FE_127#2,,83723.024,10,486,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_186,Route_Product_3,138,PROCESSING,DE_FE_71,Litho_REG_FE_64#3,,83774.714,10,450,180.94919071965933,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_187,Route_Product_3,100,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,83826.40400000001,10,487,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_188,Route_Product_3,5,QUEUING,Diffusion_FE_127,Diffusion_FE_127#2,,83878.09400000001,10,474,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_189,Route_Product_3,131,PROCESSING,WE_FE_83,DE_FE_71#19,,83929.784,10,457,128.4482425229049,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_19,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,75349.244,10,328,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_190,Route_Product_3,138,PROCESSING,DE_FE_71,DE_FE_71#11,,83981.474,10,450,136.78847290648127,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_191,Route_Product_3,108,QUEUING,WE_FE_108,WE_FE_108#13,,84033.164,10,481,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_192,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,84084.854,10,486,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_193,Route_Product_3,1,PROCESSING,Diffusion_FE_120,Delay_32#115,,84136.54400000001,10,483,508.83,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_194,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,84188.23400000001,10,486,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_195,Route_Product_3,1,PROCESSING,Diffusion_FE_120,DE_FE_71#21,,84239.924,10,455,508.83,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_196,Route_Product_3,101,QUEUING,Diffusion_FE_127,Diffusion_FE_127#2,,84291.614,10,487,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_197,Route_Product_3,106,PROCESSING,DefMet_FE_34,Delay_32#137,,84343.304,10,481,130.33770336907006,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_198,Route_Product_3,107,PROCESSING,WE_FE_8,Delay_32#14,,84394.994,10,480,120.548,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_199,Route_Product_3,110,PROCESSING,WE_FE_83,Dielectric_FE_30#1,,84446.68400000001,10,479,140.36538491693457,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_2,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,74470.51400000001,10,314,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_20,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,75400.93400000001,10,354,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_200,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,58092.433333333334,20,397,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_201,Route_Product_3,100,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,84498.37400000001,10,487,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_202,Route_Product_3,105,PROCESSING,Dielectric_FE_30,Delay_32#103,,84550.06400000001,10,484,134.926,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_203,Route_Product_3,1,PROCESSING,Diffusion_FE_120,Delay_32#108,,84601.754,10,481,508.83,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_204,Route_Product_3,101,QUEUING,Diffusion_FE_127,Diffusion_FE_127#2,,84653.444,10,484,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_205,Route_Product_3,24,QUEUING,Diffusion_FE_44,Diffusion_FE_44#1,,84705.134,10,562,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_206,Route_Product_3,5,PROCESSING,Diffusion_FE_127,Delay_32#136,,84756.82400000001,10,486,445.08,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_207,Route_Product_3,72,PROCESSING,Litho_FE_98,WE_FE_108#18,,84808.51400000001,10,514,199.0,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_208,Route_Product_3,5,QUEUING,Diffusion_FE_127,Diffusion_FE_127#2,,84860.204,10,474,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_209,Route_Product_3,1,PROCESSING,Diffusion_FE_120,LithoTrack_FE_115#17,,84911.894,10,475,508.83,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_21,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,75452.62400000001,10,308,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_210,Route_Product_3,1,PROCESSING,Diffusion_FE_120,WE_FE_108#11,,84963.584,10,490,508.83,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_211,Route_Product_3,99,PROCESSING,WE_FE_108,Delay_32#135,,85015.274,10,487,130.63363610806869,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_212,Route_Product_3,113,PROCESSING,Litho_FE_92,WE_FE_84#12,,85066.964,10,475,162.5502202579213,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_213,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,85118.65400000001,10,487,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_214,Route_Product_3,24,QUEUING,Diffusion_FE_44,Diffusion_FE_44#1,,85170.34400000001,10,561,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_215,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,85222.034,10,474,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_216,Route_Product_3,101,PROCESSING,Diffusion_FE_127,Diffusion_FE_120#3,,85273.724,10,486,325.248,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_217,Route_Product_3,100,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,85325.414,10,486,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_218,Route_Product_3,101,QUEUING,Diffusion_FE_127,Diffusion_FE_127#2,,85377.104,10,486,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_219,Route_Product_3,100,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,85428.79400000001,10,487,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_22,Route_Product_3,224,QUEUING,Diffusion_FE_101,Diffusion_FE_101#4,,75504.314,10,365,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_220,Route_Product_3,113,PROCESSING,Litho_FE_92,WE_FE_83#3,,85480.48400000001,10,476,192.3592769177834,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_221,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,85532.174,10,562,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_222,Route_Product_3,33,PROCESSING,Litho_FE_92,LithoTrack_FE_95#10,,85583.864,10,552,145.2751259546989,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_223,Route_Product_3,24,QUEUING,Diffusion_FE_44,Diffusion_FE_44#1,,85635.554,10,562,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_224,Route_Product_3,1,PROCESSING,Diffusion_FE_120,WE_FE_108#19,,85687.244,10,489,508.83,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_225,Route_Product_3,18,PROCESSING,DE_FE_1,Implant_128#1,,85738.93400000001,10,567,174.6094867117532,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_226,Route_Product_3,100,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,85790.62400000001,10,487,,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_227,Route_Product_3,60,PROCESSING,Litho_REG_FE_64,WE_FE_108#15,,85842.31400000001,10,525,127.32078384297355,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_228,Route_Product_3,76,PROCESSING,DE_FE_86,DE_FE_86#129,,85894.004,10,509,131.63031797156563,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_229,Route_Product_3,62,PROCESSING,DE_FE_86,LithoMet_FE_19#17,,85945.694,10,524,259.82654196753276,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_23,Route_Product_3,191,PROCESSING,Diffusion_FE_101,Delay_32#117,,75556.004,10,344,457.362,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_230,Route_Product_3,92,PROCESSING,WE_FE_108,DE_FE_86#130,,85997.384,10,495,137.24743013537343,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_231,Route_Product_3,82,PROCESSING,Implant_132,Litho_FE_111#11,,86049.07400000001,10,503,124.5537527262805,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_232,Route_Product_3,96,PROCESSING,TF_FE_131,Implant_88#1,,86100.76400000001,10,491,135.25316761351968,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_233,Route_Product_3,5,PROCESSING,Diffusion_FE_127,Delay_32#111,,86152.454,10,487,445.08,25,Product_3,true
FWD_BASE_T26820,26820.0,Lot_Product_3_234,Route_Product_3,1,PROCESSING,Diffusion_FE_120,Delay_32#107,,86204.144,10,494,508.83,25,Product_3,true
