run_id,tool_group,tool_id,state,state_change_time,setup_name,lot_id,reason,idle_units,run_units,setup_units,down_pm_units,down_bm_units
99d81db7e84b,DE_FE_53,DE_FE_53#2,RUN,26820.0,,Lot_Product_3_100,,,,,,
99d81db7e84b,DE_FE_53,,RUN,26820.0,,Lot_Product_3_100,,1,4,0,0,0
99d81db7e84b,Diffusion_FE_122,TF_Met_FE_61#1,RUN,26820.0,,Lot_Product_3_104,,,,,,
99d81db7e84b,Diffusion_FE_122,,RUN,26820.0,,Lot_Product_3_104,,3,2,0,0,0
99d81db7e84b,DE_FE_53,DE_FE_53#4,RUN,26820.0,,Lot_Product_3_105,,,,,,
99d81db7e84b,DE_FE_53,,RUN,26820.0,,Lot_Product_3_105,,1,4,0,0,0
99d81db7e84b,DE_FE_51,DE_FE_51#14,RUN,26820.0,,Lot_Product_3_107,,,,,,
99d81db7e84b,DE_FE_51,,RUN,26820.0,,Lot_Product_3_107,,16,6,0,0,0
99d81db7e84b,Diffusion_FE_120,Delay_32#144,RUN,26820.0,,Lot_Product_3_111,,,,,,
99d81db7e84b,Diffusion_FE_120,,RUN,26820.0,,Lot_Product_3_111,,7,4,0,0,0
99d81db7e84b,Litho_FE_111,Implant_91#2,RUN,26820.0,,Lot_Product_3_113,,,,,,
99d81db7e84b,Litho_FE_111,,DOWN_BM,26820.0,,Lot_Product_3_113,,15,4,0,1,3
99d81db7e84b,DE_FE_53,DE_FE_53#1,RUN,26820.0,,Lot_Product_3_115,,,,,,
99d81db7e84b,DE_FE_53,,RUN,26820.0,,Lot_Product_3_115,,1,4,0,0,0
99d81db7e84b,Litho_FE_111,WE_FE_84#14,RUN,26820.0,,Lot_Product_3_116,,,,,,
99d81db7e84b,Litho_FE_111,,DOWN_BM,26820.0,,Lot_Product_3_116,,15,4,0,1,3
99d81db7e84b,Litho_FE_111,DE_FE_86#120,RUN,26820.0,,Lot_Product_3_117,,,,,,
99d81db7e84b,Litho_FE_111,,DOWN_BM,26820.0,,Lot_Product_3_117,,15,4,0,1,3
99d81db7e84b,DE_FE_51,DE_FE_51#11,RUN,26820.0,,Lot_Product_3_119,,,,,,
99d81db7e84b,DE_FE_51,,RUN,26820.0,,Lot_Product_3_119,,16,6,0,0,0
99d81db7e84b,Diffusion_FE_120,Delay_32#132,RUN,26820.0,,Lot_Product_3_120,,,,,,
99d81db7e84b,Diffusion_FE_120,,RUN,26820.0,,Lot_Product_3_120,,7,4,0,0,0
99d81db7e84b,Litho_FE_111,WE_FE_84#13,RUN,26820.0,,Lot_Product_3_123,,,,,,
99d81db7e84b,Litho_FE_111,,DOWN_BM,26820.0,,Lot_Product_3_123,,15,4,0,1,3
99d81db7e84b,Diffusion_FE_120,Delay_32#1,RUN,26820.0,,Lot_Product_3_124,,,,,,
99d81db7e84b,Diffusion_FE_120,,RUN,26820.0,,Lot_Product_3_124,,7,4,0,0,0
99d81db7e84b,DE_FE_51,DE_FE_51#13,RUN,26820.0,,Lot_Product_3_128,,,,,,
99d81db7e84b,DE_FE_51,,RUN,26820.0,,Lot_Product_3_128,,16,6,0,0,0
99d81db7e84b,Implant_91,DefMet_FE_43#2,RUN,26820.0,,Lot_Product_3_131,,,,,,
99d81db7e84b,Implant_91,,DOWN_PM,26820.0,,Lot_Product_3_131,,3,2,0,1,0
99d81db7e84b,DefMet_FE_43,Delay_32#109,RUN,26820.0,,Lot_Product_3_133,,,,,,
99d81db7e84b,DefMet_FE_43,,RUN,26820.0,,Lot_Product_3_133,,4,2,0,0,0
99d81db7e84b,DE_FE_86,Delay_32#100,RUN,26820.0,,Lot_Product_3_137,,,,,,
99d81db7e84b,DE_FE_86,,DOWN_PM,26820.0,,Lot_Product_3_137,,112,35,0,3,0
99d81db7e84b,Litho_FE_111,WE_FE_84#15,RUN,26820.0,,Lot_Product_3_14,,,,,,
99d81db7e84b,Litho_FE_111,,DOWN_BM,26820.0,,Lot_Product_3_14,,15,4,0,1,3
99d81db7e84b,DE_FE_71,LithoMet_FE_19#4,RUN,26820.0,,Lot_Product_3_140,,,,,,
99d81db7e84b,DE_FE_71,,DOWN_PM,26820.0,,Lot_Product_3_140,,18,11,0,2,0
99d81db7e84b,Dielectric_FE_30,Delay_32#106,RUN,26820.0,,Lot_Product_3_144,,,,,,
99d81db7e84b,Dielectric_FE_30,,RUN,26820.0,,Lot_Product_3_144,,0,2,0,0,0
99d81db7e84b,WE_FE_83,Dielectric_FE_30#2,RUN,26820.0,,Lot_Product_3_145,,,,,,
99d81db7e84b,WE_FE_83,,RUN,26820.0,,Lot_Product_3_145,,5,2,0,0,0
99d81db7e84b,DE_FE_51,DE_FE_51#10,RUN,26820.0,,Lot_Product_3_146,,,,,,
99d81db7e84b,DE_FE_51,,RUN,26820.0,,Lot_Product_3_146,,16,6,0,0,0
99d81db7e84b,Implant_128,DE_FE_86#101,RUN,26820.0,,Lot_Product_3_148,,,,,,
99d81db7e84b,Implant_128,,DOWN_PM,26820.0,,Lot_Product_3_148,,7,3,0,1,0
99d81db7e84b,Diffusion_FE_127,DE_FE_59#2,RUN,26820.0,,Lot_Product_3_157,,,,,,
99d81db7e84b,Diffusion_FE_127,,RUN,26820.0,,Lot_Product_3_157,,7,2,0,0,0
99d81db7e84b,Diffusion_FE_120,WE_FE_108#16,RUN,26820.0,,Lot_Product_3_158,,,,,,
99d81db7e84b,Diffusion_FE_120,,RUN,26820.0,,Lot_Product_3_158,,7,4,0,0,0
99d81db7e84b,Diffusion_FE_120,Delay_32#139,RUN,26820.0,,Lot_Product_3_160,,,,,,
99d81db7e84b,Diffusion_FE_120,,RUN,26820.0,,Lot_Product_3_160,,7,4,0,0,0
99d81db7e84b,Litho_FE_92,WE_FE_84#3,RUN,26820.0,,Lot_Product_3_161,,,,,,
99d81db7e84b,Litho_FE_92,,DOWN_BM,26820.0,,Lot_Product_3_161,,21,9,0,1,3
99d81db7e84b,Litho_REG_FE_64,LithoTrack_FE_115#21,RUN,26820.0,,Lot_Product_3_162,,,,,,
99d81db7e84b,Litho_REG_FE_64,,RUN,26820.0,,Lot_Product_3_162,,5,10,0,0,0
99d81db7e84b,DE_FE_1,DE_FE_1#1,RUN,26820.0,,Lot_Product_3_163,,,,,,
99d81db7e84b,DE_FE_1,,RUN,26820.0,,Lot_Product_3_163,,7,1,0,0,0
99d81db7e84b,LithoTrack_FE_115,DE_FE_86#103,RUN,26820.0,,Lot_Product_3_165,,,,,,
99d81db7e84b,LithoTrack_FE_115,,DOWN_BM,26820.0,,Lot_Product_3_165,,37,11,0,4,2
99d81db7e84b,Diffusion_FE_44,Litho_FE_92#2,RUN,26820.0,,Lot_Product_3_166,,,,,,
99d81db7e84b,Diffusion_FE_44,,RUN,26820.0,,Lot_Product_3_166,,1,10,0,0,0
99d81db7e84b,WE_FE_108,DE_FE_86#102,RUN,26820.0,,Lot_Product_3_167,,,,,,
99d81db7e84b,WE_FE_108,,DOWN_PM,26820.0,,Lot_Product_3_167,,23,12,0,1,0
99d81db7e84b,DE_FE_86,DE_FE_51#1,RUN,26820.0,,Lot_Product_3_168,,,,,,
99d81db7e84b,DE_FE_86,,DOWN_PM,26820.0,,Lot_Product_3_168,,112,35,0,3,0
99d81db7e84b,DE_FE_51,LithoMet_FE_19#5,RUN,26820.0,,Lot_Product_3_169,,,,,,
99d81db7e84b,DE_FE_51,,RUN,26820.0,,Lot_Product_3_169,,16,6,0,0,0
99d81db7e84b,Diffusion_FE_100,Implant_91#3,RUN,26820.0,,Lot_Product_3_170,,,,,,
99d81db7e84b,Diffusion_FE_100,,IDLE,26820.0,,Lot_Product_3_170,,2,0,0,0,0
99d81db7e84b,Diffusion_FE_120,DE_FE_86#1,RUN,26820.0,,Lot_Product_3_171,,,,,,
99d81db7e84b,Diffusion_FE_120,,RUN,26820.0,,Lot_Product_3_171,,7,4,0,0,0
99d81db7e84b,Litho_FE_111,LithoTrack_FE_115#14,RUN,26820.0,,Lot_Product_3_172,,,,,,
99d81db7e84b,Litho_FE_111,,DOWN_BM,26820.0,,Lot_Product_3_172,,15,4,0,1,3
99d81db7e84b,Implant_128,DE_FE_86#114,RUN,26820.0,,Lot_Product_3_173,,,,,,
99d81db7e84b,Implant_128,,DOWN_PM,26820.0,,Lot_Product_3_173,,7,3,0,1,0
99d81db7e84b,Litho_FE_92,LithoTrack_FE_115#11,RUN,26820.0,,Lot_Product_3_175,,,,,,
99d81db7e84b,Litho_FE_92,,DOWN_BM,26820.0,,Lot_Product_3_175,,21,9,0,1,3
99d81db7e84b,DE_FE_86,DE_FE_86#121,RUN,26820.0,,Lot_Product_3_177,,,,,,
99d81db7e84b,DE_FE_86,,DOWN_PM,26820.0,,Lot_Product_3_177,,112,35,0,3,0
99d81db7e84b,DE_FE_71,Litho_FE_92#1,RUN,26820.0,,Lot_Product_3_179,,,,,,
99d81db7e84b,DE_FE_71,,DOWN_PM,26820.0,,Lot_Product_3_179,,18,11,0,2,0
99d81db7e84b,Diffusion_FE_44,Implant_128#10,RUN,26820.0,,Lot_Product_3_18,,,,,,
99d81db7e84b,Diffusion_FE_44,,RUN,26820.0,,Lot_Product_3_18,,1,10,0,0,0
99d81db7e84b,Diffusion_FE_127,DE_FE_59#14,RUN,26820.0,,Lot_Product_3_180,,,,,,
99d81db7e84b,Diffusion_FE_127,,RUN,26820.0,,Lot_Product_3_180,,7,2,0,0,0
99d81db7e84b,Diffusion_FE_127,Diffusion_FE_120#11,RUN,26820.0,,Lot_Product_3_182,,,,,,
99d81db7e84b,Diffusion_FE_127,,RUN,26820.0,,Lot_Product_3_182,,7,2,0,0,0
99d81db7e84b,Diffusion_FE_120,DE_FE_59#12,RUN,26820.0,,Lot_Product_3_184,,,,,,
99d81db7e84b,Diffusion_FE_120,,RUN,26820.0,,Lot_Product_3_184,,7,4,0,0,0
99d81db7e84b,DE_FE_71,Litho_REG_FE_64#3,RUN,26820.0,,Lot_Product_3_186,,,,,,
99d81db7e84b,DE_FE_71,,DOWN_PM,26820.0,,Lot_Product_3_186,,18,11,0,2,0
99d81db7e84b,WE_FE_83,DE_FE_71#19,RUN,26820.0,,Lot_Product_3_189,,,,,,
99d81db7e84b,WE_FE_83,,RUN,26820.0,,Lot_Product_3_189,,5,2,0,0,0
99d81db7e84b,DE_FE_71,DE_FE_71#11,RUN,26820.0,,Lot_Product_3_190,,,,,,
99d81db7e84b,DE_FE_71,,DOWN_PM,26820.0,,Lot_Product_3_190,,18,11,0,2,0
99d81db7e84b,Diffusion_FE_120,Delay_32#115,RUN,26820.0,,Lot_Product_3_193,,,,,,
99d81db7e84b,Diffusion_FE_120,,RUN,26820.0,,Lot_Product_3_193,,7,4,0,0,0
99d81db7e84b,Diffusion_FE_120,DE_FE_71#21,RUN,26820.0,,Lot_Product_3_195,,,,,,
99d81db7e84b,Diffusion_FE_120,,RUN,26820.0,,Lot_Product_3_195,,7,4,0,0,0
99d81db7e84b,DefMet_FE_34,Delay_32#137,RUN,26820.0,,Lot_Product_3_197,,,,,,
99d81db7e84b,DefMet_FE_34,,RUN,26820.0,,Lot_Product_3_197,,1,1,0,0,0
99d81db7e84b,WE_FE_8,Delay_32#14,RUN,26820.0,,Lot_Product_3_198,,,,,,
99d81db7e84b,WE_FE_8,,RUN,26820.0,,Lot_Product_3_198,,1,1,0,0,0
99d81db7e84b,WE_FE_83,Dielectric_FE_30#1,RUN,26820.0,,Lot_Product_3_199,,,,,,
99d81db7e84b,WE_FE_83,,RUN,26820.0,,Lot_Product_3_199,,5,2,0,0,0
99d81db7e84b,Dielectric_FE_30,Delay_32#103,RUN,26820.0,,Lot_Product_3_202,,,,,,
99d81db7e84b,Dielectric_FE_30,,RUN,26820.0,,Lot_Product_3_202,,0,2,0,0,0
99d81db7e84b,Diffusion_FE_120,Delay_32#108,RUN,26820.0,,Lot_Product_3_203,,,,,,
99d81db7e84b,Diffusion_FE_120,,RUN,26820.0,,Lot_Product_3_203,,7,4,0,0,0
99d81db7e84b,Diffusion_FE_127,Delay_32#136,RUN,26820.0,,Lot_Product_3_206,,,,,,
99d81db7e84b,Diffusion_FE_127,,RUN,26820.0,,Lot_Product_3_206,,7,2,0,0,0
99d81db7e84b,Litho_FE_98,WE_FE_108#18,RUN,26820.0,,Lot_Product_3_207,,,,,,
99d81db7e84b,Litho_FE_98,,DOWN_PM,26820.0,,Lot_Product_3_207,,1,4,0,1,0
99d81db7e84b,Diffusion_FE_120,LithoTrack_FE_115#17,RUN,26820.0,,Lot_Product_3_209,,,,,,
99d81db7e84b,Diffusion_FE_120,,RUN,26820.0,,Lot_Product_3_209,,7,4,0,0,0
99d81db7e84b,Diffusion_FE_120,WE_FE_108#11,RUN,26820.0,,Lot_Product_3_210,,,,,,
99d81db7e84b,Diffusion_FE_120,,RUN,26820.0,,Lot_Product_3_210,,7,4,0,0,0
99d81db7e84b,WE_FE_108,Delay_32#135,RUN,26820.0,,Lot_Product_3_211,,,,,,
99d81db7e84b,WE_FE_108,,DOWN_PM,26820.0,,Lot_Product_3_211,,23,12,0,1,0
99d81db7e84b,Litho_FE_92,WE_FE_84#12,RUN,26820.0,,Lot_Product_3_212,,,,,,
99d81db7e84b,Litho_FE_92,,DOWN_BM,26820.0,,Lot_Product_3_212,,21,9,0,1,3
99d81db7e84b,Diffusion_FE_127,Diffusion_FE_120#3,RUN,26820.0,,Lot_Product_3_216,,,,,,
99d81db7e84b,Diffusion_FE_127,,RUN,26820.0,,Lot_Product_3_216,,7,2,0,0,0
99d81db7e84b,Litho_FE_92,WE_FE_83#3,RUN,26820.0,,Lot_Product_3_220,,,,,,
99d81db7e84b,Litho_FE_92,,DOWN_BM,26820.0,,Lot_Product_3_220,,21,9,0,1,3
99d81db7e84b,Litho_FE_92,LithoTrack_FE_95#10,RUN,26820.0,,Lot_Product_3_222,,,,,,
99d81db7e84b,Litho_FE_92,,DOWN_BM,26820.0,,Lot_Product_3_222,,21,9,0,1,3
99d81db7e84b,Diffusion_FE_120,WE_FE_108#19,RUN,26820.0,,Lot_Product_3_224,,,,,,
99d81db7e84b,Diffusion_FE_120,,RUN,26820.0,,Lot_Product_3_224,,7,4,0,0,0
99d81db7e84b,DE_FE_1,Implant_128#1,RUN,26820.0,,Lot_Product_3_225,,,,,,
99d81db7e84b,DE_FE_1,,RUN,26820.0,,Lot_Product_3_225,,7,1,0,0,0
99d81db7e84b,Litho_REG_FE_64,WE_FE_108#15,RUN,26820.0,,Lot_Product_3_227,,,,,,
99d81db7e84b,Litho_REG_FE_64,,RUN,26820.0,,Lot_Product_3_227,,5,10,0,0,0
99d81db7e84b,DE_FE_86,DE_FE_86#129,RUN,26820.0,,Lot_Product_3_228,,,,,,
99d81db7e84b,DE_FE_86,,DOWN_PM,26820.0,,Lot_Product_3_228,,112,35,0,3,0
99d81db7e84b,DE_FE_86,LithoMet_FE_19#17,RUN,26820.0,,Lot_Product_3_229,,,,,,
99d81db7e84b,DE_FE_86,,DOWN_PM,26820.0,,Lot_Product_3_229,,112,35,0,3,0
99d81db7e84b,Diffusion_FE_101,Delay_32#117,RUN,26820.0,,Lot_Product_3_23,,,,,,
99d81db7e84b,Diffusion_FE_101,,RUN,26820.0,,Lot_Product_3_23,,5,3,0,0,0
99d81db7e84b,WE_FE_108,DE_FE_86#130,RUN,26820.0,,Lot_Product_3_230,,,,,,
99d81db7e84b,WE_FE_108,,DOWN_PM,26820.0,,Lot_Product_3_230,,23,12,0,1,0
99d81db7e84b,Implant_132,Litho_FE_111#11,RUN,26820.0,,Lot_Product_3_231,,,,,,
99d81db7e84b,Implant_132,,DOWN_BM,26820.0,,Lot_Product_3_231,,2,5,0,0,1
99d81db7e84b,TF_FE_131,Implant_88#1,RUN,26820.0,,Lot_Product_3_232,,,,,,
99d81db7e84b,TF_FE_131,,IDLE,26820.0,,Lot_Product_3_232,,7,0,0,0,0
99d81db7e84b,Diffusion_FE_127,Delay_32#111,RUN,26820.0,,Lot_Product_3_233,,,,,,
99d81db7e84b,Diffusion_FE_127,,RUN,26820.0,,Lot_Product_3_233,,7,2,0,0,0
99d81db7e84b,Diffusion_FE_120,Delay_32#107,RUN,26820.0,,Lot_Product_3_234,,,,,,
99d81db7e84b,Diffusion_FE_120,,RUN,26820.0,,Lot_Product_3_234,,7,4,0,0,0
99d81db7e84b,Diffusion_FE_120,Delay_32#141,RUN,26820.0,,Lot_Product_3_235,,,,,,
99d81db7e84b,Diffusion_FE_120,,RUN,26820.0,,Lot_Product_3_235,,7,4,0,0,0
99d81db7e84b,Diffusion_FE_120,DefMet_FE_34#1,RUN,26820.0,,Lot_Product_3_236,,,,,,
99d81db7e84b,Diffusion_FE_120,,RUN,26820.0,,Lot_Product_3_236,,7,4,0,0,0
99d81db7e84b,Diffusion_FE_120,DE_FE_86#110,RUN,26820.0,,Lot_Product_3_238,,,,,,
99d81db7e84b,Diffusion_FE_120,,RUN,26820.0,,Lot_Product_3_238,,7,4,0,0,0
99d81db7e84b,Diffusion_FE_120,Delay_32#140,RUN,26820.0,,Lot_Product_3_239,,,,,,
99d81db7e84b,Diffusion_FE_120,,RUN,26820.0,,Lot_Product_3_239,,7,4,0,0,0
99d81db7e84b,DE_FE_86,Delay_32#142,RUN,26820.0,,Lot_Product_3_240,,,,,,
99d81db7e84b,DE_FE_86,,DOWN_PM,26820.0,,Lot_Product_3_240,,112,35,0,3,0
99d81db7e84b,LithoMet_FE_19,WE_FE_84#18,RUN,26820.0,,Lot_Product_3_242,,,,,,
99d81db7e84b,LithoMet_FE_19,,DOWN_BM,26820.0,,Lot_Product_3_242,,5,13,0,0,2
99d81db7e84b,DE_FE_86,DE_FE_86#115,RUN,26820.0,,Lot_Product_3_244,,,,,,
99d81db7e84b,DE_FE_86,,DOWN_PM,26820.0,,Lot_Product_3_244,,112,35,0,3,0
