scenario_id,snapshot_time,lot_id,route_id,current_step_seq,status,tool_group,tool_id,queue_position,due_date_sim,priority,rem_steps,processing_remaining_min,wafers_per_lot,product,is_super_hot
FWD_CSV_f5178_T620,620.0,Engineering_Lot_3_15,Route_Product_E3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,69366.994,20,583,,1,Product_3,false
FWD_CSV_f5178_T620,620.0,Engineering_Lot_3_16,Route_Product_E3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,69366.994,20,583,,1,Product_3,false
FWD_CSV_f5178_T620,620.0,Engineering_Lot_3_2,Route_Product_E3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,69366.994,20,583,,1,Product_3,false
FWD_CSV_f5178_T620,620.0,Engineering_Lot_3_3,Route_Product_E3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,69366.994,20,583,,1,Product_3,false
FWD_CSV_f5178_T620,620.0,Engineering_Lot_3_4,Route_Product_E3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,69366.994,20,583,,1,Product_3,false
FWD_CSV_f5178_T620,620.0,Engineering_Lot_3_5,Route_Product_E3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,69366.994,20,583,,1,Product_3,false
FWD_CSV_f5178_T620,620.0,Engineering_Lot_3_6,Route_Product_E3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,69366.994,20,583,,1,Product_3,false
FWD_CSV_f5178_T620,620.0,Engineering_Lot_3_7,Route_Product_E3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,69366.994,20,583,,1,Product_3,false
FWD_CSV_f5178_T620,620.0,Engineering_Lot_3_8,Route_Product_E3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,69366.994,20,583,,1,Product_3,false
FWD_CSV_f5178_T620,620.0,Engineering_Lot_3_9,Route_Product_E3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,69366.994,20,583,,1,Product_3,false
FWD_CSV_f5178_T620,620.0,Lot_Product_3_1,Route_Product_3,3,PROCESSING,DefMEt_FE_118,WE_FE_84#1,,74367.134,30,581,25.494,25,Product_3,true
FWD_CSV_f5178_T620,620.0,Lot_Product_3_10,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,74728.964,30,583,,25,Product_3,true
FWD_CSV_f5178_T620,620.0,Lot_Product_3_11,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,74780.65400000001,30,583,,25,Product_3,true
FWD_CSV_f5178_T620,620.0,Lot_Product_3_12,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,74832.34400000001,30,583,,25,Product_3,true
FWD_CSV_f5178_T620,620.0,Lot_Product_3_13,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,74884.034,30,583,,25,Product_3,true
FWD_CSV_f5178_T620,620.0,Lot_Product_3_14,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,74935.724,30,583,,25,Product_3,true
FWD_CSV_f5178_T620,620.0,Lot_Product_3_2,Route_Product_3,4,PROCESSING,TF_Met_FE_45,WE_FE_84#10,,48012.433333333334,30,581,68.65363204901222,25,Product_3,true
FWD_CSV_f5178_T620,620.0,Lot_Product_3_3,Route_Product_3,4,PROCESSING,TF_Met_FE_45,WE_FE_84#11,,48012.43666666667,30,581,66.46876883513958,25,Product_3,true
FWD_CSV_f5178_T620,620.0,Lot_Product_3_4,Route_Product_3,3,PROCESSING,DefMEt_FE_118,WE_FE_84#13,,74418.82400000001,30,582,78.13363204901222,25,Product_3,true
FWD_CSV_f5178_T620,620.0,Lot_Product_3_5,Route_Product_3,3,PROCESSING,DefMEt_FE_118,WE_FE_84#12,,74470.51400000001,30,582,76.494,25,Product_3,true
FWD_CSV_f5178_T620,620.0,Lot_Product_3_6,Route_Product_3,1,PROCESSING,Diffusion_FE_120,Diffusion_FE_120#11,,74522.20400000001,30,583,251.89999999999998,25,Product_3,true
FWD_CSV_f5178_T620,620.0,Lot_Product_3_7,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,74573.894,30,583,,25,Product_3,true
FWD_CSV_f5178_T620,620.0,Lot_Product_3_8,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,74625.584,30,583,,25,Product_3,true
FWD_CSV_f5178_T620,620.0,Lot_Product_3_9,Route_Product_3,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,74677.274,30,583,,25,Product_3,true
FWD_CSV_f5178_T620,620.0,Lot_Product_4_1,Route_Product_4,1,PROCESSING,Diffusion_FE_120,Diffusion_FE_120#10,,42589.63333333333,20,343,45.829999999999984,25,Product_4,false
FWD_CSV_f5178_T620,620.0,Lot_Product_4_10,Route_Product_4,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,43003.15333333333,20,343,,25,Product_4,false
FWD_CSV_f5178_T620,620.0,Lot_Product_4_11,Route_Product_4,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,43054.84333333333,20,343,,25,Product_4,false
FWD_CSV_f5178_T620,620.0,Lot_Product_4_12,Route_Product_4,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,43106.53333333333,20,343,,25,Product_4,false
FWD_CSV_f5178_T620,620.0,Lot_Product_4_13,Route_Product_4,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,43158.22333333333,20,343,,25,Product_4,false
FWD_CSV_f5178_T620,620.0,Lot_Product_4_2,Route_Product_4,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,28701.855333333333,20,343,,25,Product_4,false
FWD_CSV_f5178_T620,620.0,Lot_Product_4_3,Route_Product_4,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,42641.323333333334,20,343,,25,Product_4,false
FWD_CSV_f5178_T620,620.0,Lot_Product_4_4,Route_Product_4,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,42693.01333333333,20,343,,25,Product_4,false
FWD_CSV_f5178_T620,620.0,Lot_Product_4_5,Route_Product_4,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,42744.70333333333,20,343,,25,Product_4,false
FWD_CSV_f5178_T620,620.0,Lot_Product_4_6,Route_Product_4,1,PROCESSING,Diffusion_FE_120,Diffusion_FE_120#2,,42796.39333333333,20,343,303.59,25,Product_4,false
FWD_CSV_f5178_T620,620.0,Lot_Product_4_7,Route_Product_4,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,42848.08333333333,20,343,,25,Product_4,false
FWD_CSV_f5178_T620,620.0,Lot_Product_4_8,Route_Product_4,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,42899.77333333333,20,343,,25,Product_4,false
FWD_CSV_f5178_T620,620.0,Lot_Product_4_9,Route_Product_4,1,QUEUING,Diffusion_FE_120,Diffusion_FE_120#1,,42951.46333333333,20,343,,25,Product_4,false
